locus_tag	ftype	length_bp	gene	EC_number	COG	product
IFFOGOJP_00856	CDS	474	bcp	1.11.1.15	COG1225	Putative peroxiredoxin bcp
IFFOGOJP_00857	CDS	1290	hemL1	5.4.3.8	COG0001	"Glutamate-1-semialdehyde 2,1-aminomutase 1"
IFFOGOJP_00858	CDS	1065				hypothetical protein
IFFOGOJP_00859	CDS	1743		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
IFFOGOJP_00860	CDS	531				hypothetical protein
IFFOGOJP_00861	CDS	267				hypothetical protein
IFFOGOJP_00862	CDS	171				"Small, acid-soluble spore protein gamma-type"
IFFOGOJP_00863	CDS	753	fabL	1.3.1.104		Enoyl-[acyl-carrier-protein] reductase [NADPH] FabL
IFFOGOJP_00864	CDS	225	yfhS			putative protein YfhS
IFFOGOJP_00865	CDS	1098	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
IFFOGOJP_00866	CDS	984	yfhP		COG1988	putative protein YfhP
IFFOGOJP_00867	CDS	2586				hypothetical protein
IFFOGOJP_00868	CDS	981	csbB	2.4.-.-	COG0463	Putative glycosyltransferase CsbB
IFFOGOJP_00869	CDS	861	ephA	3.3.2.10		Epoxide hydrolase A
IFFOGOJP_00870	CDS	336				hypothetical protein
IFFOGOJP_00871	CDS	528				hypothetical protein
IFFOGOJP_00872	CDS	270				hypothetical protein
IFFOGOJP_00873	CDS	912	mpr	3.4.21.-	COG3591	Extracellular metalloprotease
IFFOGOJP_00874	CDS	390				hypothetical protein
IFFOGOJP_00875	CDS	1200	ydhP_1		COG2814	Inner membrane transport protein YdhP
IFFOGOJP_00876	CDS	315	yfhH			putative protein YfhH
IFFOGOJP_00877	CDS	792	recX			Regulatory protein RecX
IFFOGOJP_00878	CDS	900				Epimerase family protein
IFFOGOJP_00879	CDS	111				hypothetical protein
IFFOGOJP_00880	CDS	192				hypothetical protein
IFFOGOJP_00881	CDS	585	fbiB	6.3.2.34		Bifunctional F420 biosynthesis protein FbiB
IFFOGOJP_00882	CDS	885	yddE	5.1.-.-	COG0384	putative isomerase YddE
IFFOGOJP_00883	CDS	2571	mprF	2.3.2.3		Phosphatidylglycerol lysyltransferase
IFFOGOJP_00884	CDS	483				hypothetical protein
IFFOGOJP_00885	CDS	1593	bmr3_2			Multidrug resistance protein 3
IFFOGOJP_00886	CDS	543	yfiT	3.-.-.-		Putative metal-dependent hydrolase YfiT
IFFOGOJP_00887	CDS	273			COG2732	Barstar
IFFOGOJP_00888	CDS	2412				hypothetical protein
IFFOGOJP_00889	CDS	1089				hypothetical protein
IFFOGOJP_00890	CDS	603	azoR	1.7.1.17		FMN-dependent NADH-azoreductase
IFFOGOJP_00891	CDS	552				hypothetical protein
IFFOGOJP_00892	CDS	948	ctaB1	2.5.1.141	COG0109	Protoheme IX farnesyltransferase 1
IFFOGOJP_00893	CDS	858	catE	1.13.11.2	COG2514	"Catechol-2,3-dioxygenase"
IFFOGOJP_00894	CDS	405	catD	1.-.-.-	COG2259	Putative oxidoreductase CatD
IFFOGOJP_00895	CDS	1818			COG1132	putative ABC transporter ATP-binding protein
IFFOGOJP_00896	CDS	1734			COG1132	putative ABC transporter ATP-binding protein
IFFOGOJP_00897	CDS	1191				hypothetical protein
IFFOGOJP_00898	CDS	1140				hypothetical protein
IFFOGOJP_00899	CDS	1587	malP_1		COG1263	PTS system maltose-specific EIICB component
IFFOGOJP_00900	CDS	762	glvR		COG1737	HTH-type transcriptional regulator GlvR
IFFOGOJP_00901	CDS	1350	glvA	3.2.1.122	COG1486	Maltose-6'-phosphate glucosidase
IFFOGOJP_00902	CDS	183	sspH			"Small, acid-soluble spore protein H"
IFFOGOJP_00903	CDS	1809	acoR		COG3284	Acetoin dehydrogenase operon transcriptional activator AcoR
IFFOGOJP_00904	CDS	1380	pdhD_1	1.8.1.4		Dihydrolipoyl dehydrogenase
IFFOGOJP_00905	CDS	1194	pdhC_1	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
IFFOGOJP_00906	CDS	1029	acoB	1.1.1.-	COG0022	"Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta"
IFFOGOJP_00907	CDS	1002	acoA	1.1.1.-	COG1071	"Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha"
IFFOGOJP_00908	CDS	501				hypothetical protein
IFFOGOJP_00909	CDS	984	dus	1.3.1.-		putative tRNA-dihydrouridine synthase
IFFOGOJP_00910	CDS	300				hypothetical protein
IFFOGOJP_00911	CDS	1401	rlmCD_2	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
IFFOGOJP_00912	CDS	864				hypothetical protein
IFFOGOJP_00913	CDS	960	corA_1		COG0598	Cobalt/magnesium transport protein CorA
IFFOGOJP_00914	CDS	648				hypothetical protein
IFFOGOJP_00915	CDS	861	garR_1	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
IFFOGOJP_00916	CDS	1041	saeS	2.7.13.3		Histidine protein kinase SaeS
IFFOGOJP_00917	CDS	714	regX3		COG0745	Sensory transduction protein regX3
IFFOGOJP_00918	CDS	600	bcrC_1	3.6.1.27	COG0671	Undecaprenyl-diphosphatase BcrC
IFFOGOJP_00919	CDS	690	bcrB			Bacitracin transport permease protein BcrB
IFFOGOJP_00920	CDS	921	bcrA_1			Bacitracin transport ATP-binding protein BcrA
IFFOGOJP_00921	CDS	792	pdaA	3.5.1.-	COG0726	Peptidoglycan-N-acetylmuramic acid deacetylase PdaA
IFFOGOJP_00922	CDS	186				hypothetical protein
IFFOGOJP_00923	CDS	1122	queE_1	4.3.99.3		7-carboxy-7-deazaguanine synthase
IFFOGOJP_00924	CDS	834	yfkC		COG0668	putative MscS family protein YfkC
IFFOGOJP_00925	CDS	792	yfkD			putative protein YfkD
IFFOGOJP_00926	CDS	1056	chaA		COG0387	Ca(2+)/H(+) antiporter ChaA
IFFOGOJP_00927	CDS	1116	ycaD			putative MFS-type transporter YcaD
IFFOGOJP_00928	CDS	108				hypothetical protein
IFFOGOJP_00929	CDS	840				hypothetical protein
IFFOGOJP_00930	CDS	327				hypothetical protein
IFFOGOJP_00931	CDS	474	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
IFFOGOJP_00932	CDS	216				hypothetical protein
IFFOGOJP_00933	CDS	1194	ydiM			Inner membrane transport protein YdiM
IFFOGOJP_00934	CDS	762	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
IFFOGOJP_00935	CDS	885	aroE_1	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
IFFOGOJP_00936	CDS	1032	ccpA_1		COG1609	Catabolite control protein A
IFFOGOJP_00937	CDS	516	yfkM	3.2.-.-	COG0693	General stress protein 18
IFFOGOJP_00938	CDS	4293	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
IFFOGOJP_00939	CDS	1110				hypothetical protein
IFFOGOJP_00940	CDS	762				hypothetical protein
IFFOGOJP_00941	CDS	666	yfkO	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YfkO
IFFOGOJP_00942	CDS	711	treR		COG2188	HTH-type transcriptional regulator TreR
IFFOGOJP_00943	CDS	1686	treA	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
IFFOGOJP_00944	CDS	1416	treP		COG1263	PTS system trehalose-specific EIIBC component
IFFOGOJP_00945	CDS	261				hypothetical protein
IFFOGOJP_00946	CDS	243				hypothetical protein
IFFOGOJP_00947	CDS	432	cotP		COG0071	Spore coat protein P
IFFOGOJP_00948	CDS	378				hypothetical protein
IFFOGOJP_00949	CDS	1938	ltaS2_1		COG1368	Lipoteichoic acid synthase 2
IFFOGOJP_00950	CDS	444				hypothetical protein
IFFOGOJP_00951	CDS	1383	nagP			PTS system N-acetylglucosamine-specific EIICB component
IFFOGOJP_00952	CDS	750	mapB	3.4.11.18	COG0024	Methionine aminopeptidase 2
IFFOGOJP_00953	CDS	312	yflH_1			putative protein YflH
IFFOGOJP_00954	CDS	156				hypothetical protein
IFFOGOJP_00955	CDS	135				hypothetical protein
IFFOGOJP_00956	CDS	660	yiiM		COG2258	Protein YiiM
IFFOGOJP_00957	CDS	273	acyP	3.6.1.7	COG1254	Acylphosphatase
IFFOGOJP_00958	CDS	1092	nos	1.14.14.47	COG4362	Nitric oxide synthase oxygenase
IFFOGOJP_00959	CDS	795	yflN_2	3.-.-.-	COG0491	putative metallo-hydrolase YflN
IFFOGOJP_00960	CDS	1299	citM		COG2851	Mg(2+)/citrate complex secondary transporter
IFFOGOJP_00961	CDS	963				hypothetical protein
IFFOGOJP_00962	CDS	681	citT		COG4565	Transcriptional regulatory protein CitT
IFFOGOJP_00963	CDS	1605	citS	2.7.13.3	COG3290	Sensor protein CitS
IFFOGOJP_00964	CDS	192				hypothetical protein
IFFOGOJP_00965	CDS	186				hypothetical protein
IFFOGOJP_00966	CDS	1764				hypothetical protein
IFFOGOJP_00967	CDS	150				hypothetical protein
IFFOGOJP_00968	CDS	633				hypothetical protein
IFFOGOJP_00969	CDS	3651	ppsD	2.3.1.-	COG0318	Plipastatin synthase subunit D
IFFOGOJP_00970	CDS	3804	ppsE	2.3.1.-	COG3319	Plipastatin synthase subunit E
IFFOGOJP_00971	CDS	381				hypothetical protein
IFFOGOJP_00972	CDS	1539				hypothetical protein
IFFOGOJP_00973	CDS	1143	bcd	1.3.8.1	COG1960	"Acyl-CoA dehydrogenase, short-chain specific"
IFFOGOJP_00974	CDS	1641	fadD3	6.2.1.41	COG0318	"3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase"
IFFOGOJP_00975	CDS	1350	cfiB	6.4.1.7	COG0439	2-oxoglutarate carboxylase small subunit
IFFOGOJP_00976	CDS	213	yngHB		COG0511	Biotin/lipoyl attachment protein
IFFOGOJP_00977	CDS	900	yngG	4.1.3.4	COG0119	Hydroxymethylglutaryl-CoA lyase YngG
IFFOGOJP_00978	CDS	780	crt	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
IFFOGOJP_00979	CDS	1530		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
IFFOGOJP_00980	CDS	591				hypothetical protein
IFFOGOJP_00981	CDS	648	gtaB_1	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
IFFOGOJP_00982	CDS	408				hypothetical protein
IFFOGOJP_00983	CDS	768	bioW	6.2.1.14	COG1424	6-carboxyhexanoate--CoA ligase
IFFOGOJP_00984	CDS	1347	bioK	2.6.1.105	COG0161	L-Lysine--8-amino-7-oxononanoate transaminase
IFFOGOJP_00985	CDS	1161	bioF	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase 2
IFFOGOJP_00986	CDS	702	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
IFFOGOJP_00987	CDS	1020	bioB	2.8.1.6		Biotin synthase
IFFOGOJP_00988	CDS	1197	bioI	1.14.14.46	COG2124	Biotin biosynthesis cytochrome P450
IFFOGOJP_00989	CDS	1446				hypothetical protein
IFFOGOJP_00990	CDS	684	scoA	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
IFFOGOJP_00991	CDS	663	scoB_2	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
IFFOGOJP_00992	CDS	786	bdhA_1	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
IFFOGOJP_00993	CDS	1203	fenF	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
IFFOGOJP_00994	CDS	11949	dltA_1	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
IFFOGOJP_00995	CDS	16086	dltA_2	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
IFFOGOJP_00996	CDS	7851	lgrD			Linear gramicidin synthase subunit D
IFFOGOJP_00997	CDS	1539	xynD	3.2.1.55		Arabinoxylan arabinofuranohydrolase
IFFOGOJP_00998	CDS	1269	xynC	3.2.1.136		Glucuronoxylanase XynC
IFFOGOJP_00999	CDS	708	walR_1		COG0745	Transcriptional regulatory protein WalR
IFFOGOJP_01000	CDS	1401	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
IFFOGOJP_01001	CDS	312				hypothetical protein
IFFOGOJP_01002	CDS	1500	eglS	3.2.1.4	COG2730	Endoglucanase
IFFOGOJP_01003	CDS	1137				hypothetical protein
IFFOGOJP_01004	CDS	270				hypothetical protein
IFFOGOJP_01005	CDS	243				hypothetical protein
IFFOGOJP_01006	CDS	1629				hypothetical protein
IFFOGOJP_01007	CDS	609				hypothetical protein
IFFOGOJP_01008	CDS	816				hypothetical protein
IFFOGOJP_01009	CDS	1272	exuT			Hexuronate transporter
IFFOGOJP_01010	CDS	1002	kdgR		COG1609	HTH-type transcriptional regulator KdgR
IFFOGOJP_01011	CDS	837	uxuB	1.-.-.-	COG1028	putative oxidoreductase UxuB
IFFOGOJP_01012	CDS	1077	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
IFFOGOJP_01013	CDS	636	kdgA		COG0800	KHG/KDPG aldolase
IFFOGOJP_01014	CDS	1020	yjmD	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YjmD
IFFOGOJP_01015	CDS	957	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
IFFOGOJP_01016	CDS	1419	alsT_2		COG1115	Amino-acid carrier protein AlsT
IFFOGOJP_01017	CDS	354				hypothetical protein
IFFOGOJP_01018	CDS	126				hypothetical protein
IFFOGOJP_01019	CDS	2424	parC	5.6.2.2		DNA topoisomerase 4 subunit A
IFFOGOJP_01020	CDS	1968	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
IFFOGOJP_01021	CDS	408	yccU		COG1832	putative protein YccU
IFFOGOJP_01022	CDS	582	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
IFFOGOJP_01023	CDS	288				putative protein
IFFOGOJP_01024	CDS	300				hypothetical protein
IFFOGOJP_01025	CDS	417		3.1.2.28		"1,4-dihydroxy-2-naphthoyl-CoA hydrolase"
IFFOGOJP_01026	CDS	243	tlp			"Small, acid-soluble spore protein Tlp"
IFFOGOJP_01027	CDS	147	sspN			"Small, acid-soluble spore protein N"
IFFOGOJP_01028	CDS	510	resA_2		COG0526	Thiol-disulfide oxidoreductase ResA
IFFOGOJP_01029	CDS	2727	citB	4.2.1.-	COG1048	Aconitate/2-methylaconitate hydratase
IFFOGOJP_01030	CDS	147	sspO			"Small, acid-soluble spore protein O"
IFFOGOJP_01031	CDS	147	sspP			"Small, acid-soluble spore protein P"
IFFOGOJP_01032	CDS	372	cotM		COG0071	Spore coat protein M
IFFOGOJP_01033	CDS	429				hypothetical protein
IFFOGOJP_01034	CDS	483				hypothetical protein
IFFOGOJP_01035	CDS	363	cheY_1		COG0784	Chemotaxis protein CheY
IFFOGOJP_01036	CDS	705				hypothetical protein
IFFOGOJP_01037	CDS	174	ynzD	3.1.3.-		Aspartyl-phosphate phosphatase YnzD
IFFOGOJP_01038	CDS	219				hypothetical protein
IFFOGOJP_01039	CDS	447	sirA			Sporulation inhibitor of replication protein SirA
IFFOGOJP_01040	CDS	2004	tkt	2.2.1.1		Transketolase
IFFOGOJP_01041	CDS	234				hypothetical protein
IFFOGOJP_01042	CDS	651	yneB		COG1961	Resolvase YneB
IFFOGOJP_01043	CDS	312	yneA		COG1388	Cell division suppressor protein YneA
IFFOGOJP_01044	CDS	621	lexA	3.4.21.88	COG1974	LexA repressor
IFFOGOJP_01045	CDS	429				hypothetical protein
IFFOGOJP_01046	CDS	450				hypothetical protein
IFFOGOJP_01047	CDS	831				hypothetical protein
IFFOGOJP_01048	CDS	150				hypothetical protein
IFFOGOJP_01049	CDS	822				hypothetical protein
IFFOGOJP_01050	CDS	435	yncF	3.6.1.23	COG0756	putative deoxyuridine 5'-triphosphate nucleotidohydrolase YncF
IFFOGOJP_01051	CDS	2418				hypothetical protein
IFFOGOJP_01052	CDS	168				hypothetical protein
IFFOGOJP_01053	CDS	222				hypothetical protein
IFFOGOJP_01054	CDS	99				hypothetical protein
IFFOGOJP_01055	CDS	621	gbpA		COG3397	GlcNAc-binding protein A
IFFOGOJP_01056	CDS	1074	tgnB	1.14.14.-	COG2141	"Flavin-dependent trigonelline monooxygenase, oxygenase component"
IFFOGOJP_01057	CDS	573				hypothetical protein
IFFOGOJP_01058	CDS	543				hypothetical protein
IFFOGOJP_01059	CDS	357				hypothetical protein
IFFOGOJP_01060	CDS	399				hypothetical protein
IFFOGOJP_01061	CDS	201				hypothetical protein
IFFOGOJP_01062	CDS	276				hypothetical protein
IFFOGOJP_01063	CDS	1113				hypothetical protein
IFFOGOJP_01064	CDS	204				hypothetical protein
IFFOGOJP_01065	CDS	645	caiE			Carnitine operon protein CaiE
IFFOGOJP_01066	CDS	1017	adh_2	1.1.1.1		Alcohol dehydrogenase
IFFOGOJP_01067	CDS	342				hypothetical protein
IFFOGOJP_01068	CDS	168				hypothetical protein
IFFOGOJP_01069	CDS	186				hypothetical protein
IFFOGOJP_01070	CDS	432				hypothetical protein
IFFOGOJP_01071	CDS	99				hypothetical protein
IFFOGOJP_01072	CDS	2598	rphC			rifamycin-inactivating phosphotransferase RphC
IFFOGOJP_01073	CDS	1500	xylB_1	2.7.1.17	COG1070	Xylulose kinase
IFFOGOJP_01074	CDS	1338	xylA	5.3.1.5		Xylose isomerase
IFFOGOJP_01075	CDS	1155	nagC		COG1940	N-acetylglucosamine repressor
IFFOGOJP_01076	CDS	1602	xynB	3.2.1.37	COG3507	Beta-xylosidase
IFFOGOJP_01077	CDS	1392	xylP_2			Isoprimeverose transporter
IFFOGOJP_01078	CDS	1089				hypothetical protein
IFFOGOJP_01079	CDS	1176				hypothetical protein
IFFOGOJP_01080	CDS	210				hypothetical protein
IFFOGOJP_01081	CDS	600				hypothetical protein
IFFOGOJP_01082	CDS	159				hypothetical protein
IFFOGOJP_01083	CDS	516				hypothetical protein
IFFOGOJP_01084	CDS	186				hypothetical protein
IFFOGOJP_01085	CDS	1335	glnA	6.3.1.2	COG0174	Glutamine synthetase
IFFOGOJP_01086	CDS	405	glnR		COG0789	HTH-type transcriptional regulator GlnR
IFFOGOJP_01087	CDS	1266				hypothetical protein
IFFOGOJP_01088	CDS	1263	hflX		COG2262	GTPase HflX
IFFOGOJP_01089	CDS	969	spoVK		COG0464	Stage V sporulation protein K
IFFOGOJP_01090	CDS	759	cwlC	3.5.1.28	COG0860	Sporulation-specific N-acetylmuramoyl-L-alanine amidase
IFFOGOJP_01091	CDS	621				hypothetical protein
IFFOGOJP_01092	CDS	990	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
IFFOGOJP_01093	CDS	2103	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha
IFFOGOJP_01094	CDS	393	nrdI		COG1780	Protein NrdI
IFFOGOJP_01095	CDS	216				hypothetical protein
IFFOGOJP_01096	CDS	276	ymzC			putative protein YmzC
IFFOGOJP_01097	CDS	222	hfq		COG1923	RNA-binding protein Hfq
IFFOGOJP_01098	CDS	945	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
IFFOGOJP_01099	CDS	405				hypothetical protein
IFFOGOJP_01100	CDS	312				hypothetical protein
IFFOGOJP_01101	CDS	333	ebrA			Multidrug resistance protein EbrA
IFFOGOJP_01102	CDS	354	ebrB			Multidrug resistance protein EbrB
IFFOGOJP_01103	CDS	453				hypothetical protein
IFFOGOJP_01104	CDS	708				hypothetical protein
IFFOGOJP_01105	CDS	234				hypothetical protein
IFFOGOJP_01106	CDS	1329	aprX	3.4.21.-	COG1404	Serine protease AprX
IFFOGOJP_01107	CDS	363				hypothetical protein
IFFOGOJP_01108	CDS	717				hypothetical protein
IFFOGOJP_01109	CDS	435	nucB	3.-.-.-		Sporulation-specific extracellular nuclease
IFFOGOJP_01110	CDS	1212	pksS	1.14.-.-	COG2124	Polyketide biosynthesis cytochrome P450 PksS
IFFOGOJP_01111	CDS	7458	pksR	2.3.1.-	COG3319	Polyketide synthase PksR
IFFOGOJP_01112	CDS	16299	pksN_2	2.3.1.-	COG1020	Polyketide synthase PksN
IFFOGOJP_01113	CDS	10536	pksM			Polyketide synthase PksM
IFFOGOJP_01114	CDS	13413	pksL		COG3321	Polyketide synthase PksL
IFFOGOJP_01115	CDS	14949	pksJ_2		COG0318	Polyketide synthase PksJ
IFFOGOJP_01116	CDS	750	pksI_2	4.-.-.-	COG1024	Putative polyketide biosynthesis enoyl-CoA isomerase PksI
IFFOGOJP_01117	CDS	774	pksH	4.2.1.-	COG1024	putative polyketide biosynthesis enoyl-CoA hydratase PksH
IFFOGOJP_01118	CDS	1263	pksG_2	2.3.3.-	COG3425	Polyketide biosynthesis 3-hydroxy-3-methylglutaryl-ACP synthase PksG
IFFOGOJP_01119	CDS	249	acpK		COG0236	Polyketide biosynthesis acyl-carrier-protein AcpK
IFFOGOJP_01120	CDS	2241	baeE		COG0331	Polyketide biosynthesis protein BaeE
IFFOGOJP_01121	CDS	975	baeD	2.3.1.-	COG3321	Polyketide biosynthesis acyltransferase BaeD
IFFOGOJP_01122	CDS	870	baeC	2.3.1.39	COG0331	Polyketide biosynthesis malonyl CoA-acyl carrier protein transacylase BaeC
IFFOGOJP_01123	CDS	693	baeB	3.-.-.-	COG0491	putative polyketide biosynthesis zinc-dependent hydrolase BaeB
IFFOGOJP_01124	CDS	210				hypothetical protein
IFFOGOJP_01125	CDS	1875	mutL		COG0323	DNA mismatch repair protein MutL
IFFOGOJP_01126	CDS	2589	mutS		COG0249	DNA mismatch repair protein MutS
IFFOGOJP_01127	CDS	546	cotE			Spore coat protein E
IFFOGOJP_01128	CDS	432	ymcA		COG4550	putative protein YmcA
IFFOGOJP_01129	CDS	1530	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
IFFOGOJP_01130	CDS	1176		2.3.1.29	COG0156	8-amino-7-oxononanoate synthase/2-amino-3-ketobutyrate coenzyme A ligase
IFFOGOJP_01131	CDS	1047	tdh_2	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
IFFOGOJP_01132	CDS	261	spoVS		COG2359	Stage V sporulation protein S
IFFOGOJP_01133	CDS	795	ymdB	3.1.4.16	COG1692	"2',3'-cyclic-nucleotide 2'-phosphodiesterase"
IFFOGOJP_01134	CDS	1560	rny	3.1.-.-	COG1418	Ribonuclease Y
IFFOGOJP_01135	CDS	1182	pbpX		COG1680	Putative penicillin-binding protein PbpX
IFFOGOJP_01136	CDS	1044	recA		COG0468	Protein RecA
IFFOGOJP_01137	CDS	1251	cinA		COG1058	Putative competence-damage inducible protein
IFFOGOJP_01138	CDS	582	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
IFFOGOJP_01139	CDS	900				hypothetical protein
IFFOGOJP_01140	CDS	792				hypothetical protein
IFFOGOJP_01141	CDS	258	yflH_2			putative protein YflH
IFFOGOJP_01142	CDS	729	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
IFFOGOJP_01143	CDS	1287				hypothetical protein
IFFOGOJP_01144	CDS	1281				hypothetical protein
IFFOGOJP_01145	CDS	3120	smc_1			Chromosome partition protein Smc
IFFOGOJP_01146	CDS	456				hypothetical protein
IFFOGOJP_01147	CDS	1329	ymfD			Bacillibactin exporter
IFFOGOJP_01148	CDS	726	nagR_1		COG2188	HTH-type transcriptional repressor NagR
IFFOGOJP_01149	CDS	2361	spoIIIE		COG1674	DNA translocase SpoIIIE
IFFOGOJP_01150	CDS	210				hypothetical protein
IFFOGOJP_01151	CDS	726	tepA		COG0740	Translocation-enhancing protein TepA
IFFOGOJP_01152	CDS	1701	rnjB	3.1.-.-	COG0595	Ribonuclease J2
IFFOGOJP_01153	CDS	870	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
IFFOGOJP_01154	CDS	1215	lysC_1	2.7.2.4	COG0527	Aspartokinase 2
IFFOGOJP_01155	CDS	1041	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
IFFOGOJP_01156	CDS	591	dpaB	1.3.1.-	COG0452	Dipicolinate synthase subunit B
IFFOGOJP_01157	CDS	891	dpaA	1.3.1.-		Dipicolinate synthase subunit A
IFFOGOJP_01158	CDS	258				hypothetical protein
IFFOGOJP_01159	CDS	1236		3.4.24.-	COG0612	putative zinc protease
IFFOGOJP_01160	CDS	960				hypothetical protein
IFFOGOJP_01161	CDS	2124	pnp_2	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
IFFOGOJP_01162	CDS	270	rpsO		COG0184	30S ribosomal protein S15
IFFOGOJP_01163	CDS	942	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
IFFOGOJP_01164	CDS	930	truB	5.4.99.25		tRNA pseudouridine synthase B
IFFOGOJP_01165	CDS	354	rbfA			Ribosome-binding factor A
IFFOGOJP_01166	CDS	279				hypothetical protein
IFFOGOJP_01167	CDS	2151	infB			Translation initiation factor IF-2
IFFOGOJP_01168	CDS	303	rplGA		COG1358	putative ribosomal protein YlxQ
IFFOGOJP_01169	CDS	276				hypothetical protein
IFFOGOJP_01170	CDS	1122	nusA		COG0195	Transcription termination/antitermination protein NusA
IFFOGOJP_01171	CDS	471	rimP		COG0779	Ribosome maturation factor RimP
IFFOGOJP_01172	CDS	4314	polC	2.7.7.7	COG2176	DNA polymerase III PolC-type
IFFOGOJP_01173	CDS	1695	proS	6.1.1.15		Proline--tRNA ligase
IFFOGOJP_01174	CDS	1263	rasP	3.4.24.-	COG0750	Regulator of sigma-W protease RasP
IFFOGOJP_01175	CDS	1152	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
IFFOGOJP_01176	CDS	789				hypothetical protein
IFFOGOJP_01177	CDS	783	uppS	2.5.1.31		"Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)"
IFFOGOJP_01178	CDS	558	frr		COG0233	Ribosome-recycling factor
IFFOGOJP_01179	CDS	723	pyrH	2.7.4.22	COG0528	Uridylate kinase
IFFOGOJP_01180	CDS	882	tsf		COG0264	Elongation factor Ts
IFFOGOJP_01181	CDS	741	rpsB		COG0052	30S ribosomal protein S2
IFFOGOJP_01182	CDS	468				hypothetical protein
IFFOGOJP_01183	CDS	558	sigD_1		COG1191	RNA polymerase sigma-D factor
IFFOGOJP_01184	CDS	237	sigD_2		COG1191	RNA polymerase sigma-D factor
IFFOGOJP_01185	CDS	501	cheD	3.5.1.44	COG1871	Chemoreceptor glutamine deamidase CheD
IFFOGOJP_01186	CDS	630	cheC	3.-.-.-	COG1776	CheY-P phosphatase CheC
IFFOGOJP_01187	CDS	474	cheW		COG0835	Chemotaxis protein CheW
IFFOGOJP_01188	CDS	2019	cheA	2.7.13.3	COG0643	Chemotaxis protein CheA
IFFOGOJP_01189	CDS	1068	cheB_2	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
IFFOGOJP_01190	CDS	894	ylxH		COG0455	Flagellum site-determining protein YlxH
IFFOGOJP_01191	CDS	1092	flhF		COG1419	Flagellar biosynthesis protein FlhF
IFFOGOJP_01192	CDS	2034	flhA		COG1298	Flagellar biosynthesis protein FlhA
IFFOGOJP_01193	CDS	1083	flhB_1		COG1377	Flagellar biosynthetic protein FlhB
IFFOGOJP_01194	CDS	780	fliR		COG1684	Flagellar biosynthetic protein FliR
IFFOGOJP_01195	CDS	270	fliQ		COG1987	Flagellar biosynthetic protein FliQ
