locus_tag	ftype	length_bp	gene	EC_number	COG	product
JDHLNFNC_01237	CDS	108				hypothetical protein
JDHLNFNC_01238	CDS	792	kdgR		COG1414	Transcriptional regulator KdgR
JDHLNFNC_01239	CDS	240				hypothetical protein
JDHLNFNC_01240	CDS	144	mgrB			PhoP/PhoQ regulator MgrB
JDHLNFNC_01241	CDS	288				hypothetical protein
JDHLNFNC_01242	CDS	210	cspC			Cold shock-like protein CspC
JDHLNFNC_01243	CDS	1746	ftsI_1	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
JDHLNFNC_01244	CDS	810	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
JDHLNFNC_01245	CDS	567	mntP		COG1971	putative manganese efflux pump MntP
JDHLNFNC_01246	CDS	459				hypothetical protein
JDHLNFNC_01247	CDS	852	manZ_2		COG3716	PTS system mannose-specific EIID component
JDHLNFNC_01248	CDS	801	manY		COG3715	PTS system mannose-specific EIIC component
JDHLNFNC_01249	CDS	969	manX	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
JDHLNFNC_01250	CDS	1560				hypothetical protein
JDHLNFNC_01251	CDS	1602	pdeD	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeD
JDHLNFNC_01252	CDS	1365	sdaA_1	4.3.1.17	COG1760	L-serine dehydratase 1
JDHLNFNC_01253	CDS	579	nudL	3.6.1.-		putative Nudix hydrolase NudL
JDHLNFNC_01254	CDS	1365	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
JDHLNFNC_01255	CDS	180				hypothetical protein
JDHLNFNC_01256	CDS	345	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
JDHLNFNC_01257	CDS	1911	yoaA	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
JDHLNFNC_01258	CDS	696	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
JDHLNFNC_01259	CDS	582	slp		COG3065	Outer membrane protein Slp
JDHLNFNC_01260	CDS	1752	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
JDHLNFNC_01261	CDS	246				IS200/IS605 family transposase IS200F
JDHLNFNC_01262	CDS	5733				hypothetical protein
JDHLNFNC_01263	CDS	1374	cysG		COG0007	Siroheme synthase
JDHLNFNC_01264	CDS	810	nirC		COG2116	Nitrite transporter NirC
JDHLNFNC_01265	CDS	327	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
JDHLNFNC_01266	CDS	2544	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
JDHLNFNC_01267	CDS	1182	tsgA		COG0477	Protein TsgA
JDHLNFNC_01268	CDS	573	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
JDHLNFNC_01269	CDS	273				hypothetical protein
JDHLNFNC_01270	CDS	603	fic	2.7.7.-	COG2184	putative protein adenylyltransferase Fic
JDHLNFNC_01271	CDS	564	pabA	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
JDHLNFNC_01272	CDS	1218	argD	2.6.1.11	COG4992	Acetylornithine/succinyldiaminopimelate aminotransferase
JDHLNFNC_01273	CDS	2088				hypothetical protein
JDHLNFNC_01274	CDS	633	crp		COG0664	cAMP-activated global transcriptional regulator CRP
JDHLNFNC_01275	CDS	405	yhfA		COG1765	Protein YhfA
JDHLNFNC_01276	CDS	870	cfxP	2.7.1.19	COG3954	Phosphoribulokinase, plasmid
JDHLNFNC_01277	CDS	219				hypothetical protein
JDHLNFNC_01278	CDS	1023				hypothetical protein
JDHLNFNC_01279	CDS	312	ydhR	1.-.-.-		Putative monooxygenase YdhR
JDHLNFNC_01280	CDS	222				hypothetical protein
JDHLNFNC_01281	CDS	1908	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
JDHLNFNC_01282	CDS	552	ywrO	1.6.99.-	COG2249	General stress protein 14
JDHLNFNC_01283	CDS	1806	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
JDHLNFNC_01284	CDS	201				hypothetical protein
JDHLNFNC_01285	CDS	591	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
JDHLNFNC_01286	CDS	219	slyX			Protein SlyX
JDHLNFNC_01287	CDS	819	fkpA	5.2.1.8	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
JDHLNFNC_01288	CDS	723	dauR		COG2964	Transcriptional regulator DauR
JDHLNFNC_01289	CDS	387	tusD	2.8.1.-	COG1553	Sulfurtransferase TusD
JDHLNFNC_01290	CDS	357	tusC		COG2923	Protein TusC
JDHLNFNC_01291	CDS	288	tusB		COG2168	Protein TusB
JDHLNFNC_01292	CDS	375	rpsL		COG0048	30S ribosomal protein S12
JDHLNFNC_01293	CDS	471	rpsG		COG0049	30S ribosomal protein S7
JDHLNFNC_01294	CDS	2115	fusA		COG0480	Elongation factor G
JDHLNFNC_01295	CDS	1197				hypothetical protein
JDHLNFNC_01296	CDS	246				IS200/IS605 family transposase IS200F
JDHLNFNC_01297	CDS	684				IS3 family transposase ISSen1
JDHLNFNC_01298	CDS	402				IS3 family transposase ISSen1
JDHLNFNC_01299	tRNA	88				tRNA-Ser(gga)
JDHLNFNC_01300	CDS	678	ycaC_2	4.-.-.-	COG1335	putative hydrolase YcaC
JDHLNFNC_01301	CDS	861				hypothetical protein
JDHLNFNC_01302	CDS	912	dmlR_3			HTH-type transcriptional regulator DmlR
JDHLNFNC_01303	CDS	219	infA		COG0361	Translation initiation factor IF-1
JDHLNFNC_01304	CDS	705	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
JDHLNFNC_01305	CDS	1722	yheH	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
JDHLNFNC_01306	CDS	1767	cydD		COG4988	ATP-binding/permease protein CydD
JDHLNFNC_01307	CDS	969	trxB	1.8.1.9	COG0492	Thioredoxin reductase
JDHLNFNC_01308	CDS	495	lrp_1		COG1522	Leucine-responsive regulatory protein
JDHLNFNC_01309	CDS	4086				hypothetical protein
JDHLNFNC_01310	CDS	612	lolA		COG2834	Outer-membrane lipoprotein carrier protein
JDHLNFNC_01311	CDS	1344	rarA		COG2256	Replication-associated recombination protein A
JDHLNFNC_01312	CDS	1293	serS	6.1.1.11	COG0172	Serine--tRNA ligase
JDHLNFNC_01313	CDS	2445	dmsA_2	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
JDHLNFNC_01314	CDS	618	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
JDHLNFNC_01315	CDS	864	dmsC_2		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
JDHLNFNC_01316	CDS	1149	ycaD			putative MFS-type transporter YcaD
JDHLNFNC_01317	CDS	1422	ycaM		COG0531	Inner membrane transporter YcaM
JDHLNFNC_01318	CDS	798	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
JDHLNFNC_01319	CDS	168				hypothetical protein
JDHLNFNC_01320	CDS	960	sopD2			Secreted effector protein sopD2
JDHLNFNC_01321	CDS	2283	pflB	2.3.1.54	COG1882	Formate acetyltransferase 1
JDHLNFNC_01322	CDS	858	focA		COG2116	putative formate transporter 1
JDHLNFNC_01323	CDS	1836	ycaO		COG1944	Ribosomal protein S12 methylthiotransferase accessory factor YcaO
JDHLNFNC_01324	CDS	693				hypothetical protein
JDHLNFNC_01325	CDS	1089	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
JDHLNFNC_01326	CDS	1284	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
JDHLNFNC_01327	CDS	762	ycaL	3.4.-.-	COG0501	Metalloprotease YcaL
JDHLNFNC_01328	CDS	684	cmk	2.7.4.25	COG0283	Cytidylate kinase
JDHLNFNC_01329	CDS	1674	rpsA		COG0539	30S ribosomal protein S1
JDHLNFNC_01330	CDS	285	ihfB		COG0776	Integration host factor subunit beta
JDHLNFNC_01331	CDS	2265				hypothetical protein
JDHLNFNC_01332	CDS	1749	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
JDHLNFNC_01333	CDS	978	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
JDHLNFNC_01334	CDS	1233				hypothetical protein
JDHLNFNC_01335	CDS	183				hypothetical protein
JDHLNFNC_01336	CDS	747	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
JDHLNFNC_01337	CDS	894				hypothetical protein
JDHLNFNC_01338	CDS	777				hypothetical protein
JDHLNFNC_01339	CDS	804	cmoM	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
JDHLNFNC_01340	CDS	1323	mukF		COG3006	Chromosome partition protein MukF
JDHLNFNC_01341	CDS	705	mukE		COG3095	Chromosome partition protein MukE
JDHLNFNC_01342	CDS	4467	mukB		COG3096	Chromosome partition protein MukB
JDHLNFNC_01343	CDS	1842	ycbB	2.-.-.-	COG2989	putative L,D-transpeptidase YcbB
JDHLNFNC_01344	CDS	549				hypothetical protein
JDHLNFNC_01345	CDS	648	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
JDHLNFNC_01346	CDS	1191	aspC	2.6.1.1	COG1448	Aspartate aminotransferase
JDHLNFNC_01347	CDS	1092	ompF		COG3203	Outer membrane porin F
JDHLNFNC_01348	CDS	153				hypothetical protein
JDHLNFNC_01349	CDS	1401	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
JDHLNFNC_01350	CDS	462	lrp_2		COG1522	Leucine-responsive regulatory protein
JDHLNFNC_01351	CDS	1215	dpaL	4.3.1.15	COG1171	Diaminopropionate ammonia-lyase
JDHLNFNC_01352	CDS	1437	alsT_1		COG1115	Amino-acid carrier protein AlsT
JDHLNFNC_01353	CDS	1203	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
JDHLNFNC_01354	CDS	1293	intQ		COG0582	Putative defective protein IntQ
JDHLNFNC_01355	CDS	249				hypothetical protein
JDHLNFNC_01356	CDS	240				hypothetical protein
JDHLNFNC_01357	CDS	1110				hypothetical protein
JDHLNFNC_01358	CDS	2928				hypothetical protein
JDHLNFNC_01359	CDS	144				hypothetical protein
JDHLNFNC_01360	CDS	1590	purH		COG0138	Bifunctional purine biosynthesis protein PurH
JDHLNFNC_01361	CDS	1290	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
JDHLNFNC_01362	CDS	1326	zraR		COG2204	Transcriptional regulatory protein ZraR
JDHLNFNC_01363	CDS	1587	zraS	2.7.13.3		Sensor protein ZraS
JDHLNFNC_01364	CDS	456	zraP		COG3678	Zinc resistance-associated protein
JDHLNFNC_01365	CDS	693				hypothetical protein
JDHLNFNC_01366	CDS	273	hupA			DNA-binding protein HU-alpha
JDHLNFNC_01367	CDS	591			COG3068	putative protein
JDHLNFNC_01368	CDS	672	nfi	3.1.21.7	COG1515	Endonuclease V
JDHLNFNC_01369	CDS	1065	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
JDHLNFNC_01370	CDS	774	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
JDHLNFNC_01371	CDS	489	rsd		COG3160	Regulator of sigma D
JDHLNFNC_01372	CDS	1896	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
JDHLNFNC_01373	CDS	636	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
JDHLNFNC_01374	CDS	759	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
JDHLNFNC_01375	CDS	174	thiS		COG2104	Sulfur carrier protein ThiS
JDHLNFNC_01376	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
JDHLNFNC_01377	CDS	1134	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
JDHLNFNC_01378	CDS	1011				hypothetical protein
JDHLNFNC_01379	CDS	138				hypothetical protein
JDHLNFNC_01380	CDS	279				hypothetical protein
JDHLNFNC_01381	CDS	4224	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
JDHLNFNC_01382	CDS	4029	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
JDHLNFNC_01383	CDS	366	rplL		COG0222	50S ribosomal protein L7/L12
JDHLNFNC_01384	CDS	498	rplJ		COG0244	50S ribosomal protein L10
JDHLNFNC_01385	CDS	705	rplA		COG0081	50S ribosomal protein L1
JDHLNFNC_01386	CDS	429	rplK		COG0080	50S ribosomal protein L11
JDHLNFNC_01387	CDS	546	nusG		COG0250	Transcription termination/antitermination protein NusG
JDHLNFNC_01388	CDS	384	secE		COG0690	Protein translocase subunit SecE
JDHLNFNC_01389	CDS	891	tuf1_1			Elongation factor Tu 1
JDHLNFNC_01390	CDS	561	torD_2			Chaperone protein TorD
JDHLNFNC_01391	CDS	2280	ynfE_1	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
JDHLNFNC_01392	CDS	558	rsxB_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
JDHLNFNC_01393	CDS	768				hypothetical protein
JDHLNFNC_01394	CDS	429	uspG		COG0589	Universal stress protein UP12
JDHLNFNC_01395	CDS	1239		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
JDHLNFNC_01396	CDS	411	rnk		COG0782	Regulator of nucleoside diphosphate kinase
JDHLNFNC_01397	CDS	297	rna_1	4.6.1.21	COG3719	Ribonuclease I
JDHLNFNC_01398	CDS	489	rna_2	4.6.1.21	COG3719	Ribonuclease I
JDHLNFNC_01399	CDS	1464	ttdT		COG0471	L-tartrate/succinate antiporter
JDHLNFNC_01400	CDS	897	citG_2	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
JDHLNFNC_01401	CDS	552	citX_1	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
JDHLNFNC_01402	CDS	1530	citF_1	4.1.3.6	COG3051	Citrate lyase alpha chain
JDHLNFNC_01403	CDS	909	citE_1	4.1.3.6	COG2301	Citrate lyase subunit beta
JDHLNFNC_01404	CDS	297	citD_1		COG3052	Citrate lyase acyl carrier protein
JDHLNFNC_01405	CDS	1077	citC_1	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
JDHLNFNC_01406	CDS	1662	dpiB	2.7.13.3	COG3290	Sensor histidine kinase DpiB
JDHLNFNC_01407	CDS	681	dpiA		COG4565	Transcriptional regulatory protein DpiA
JDHLNFNC_01408	CDS	1386	dcuD		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
JDHLNFNC_01409	CDS	573	pagP	2.3.1.251		Lipid A palmitoyltransferase PagP
JDHLNFNC_01410	CDS	210	cspE			Cold shock-like protein CspE
JDHLNFNC_01411	CDS	384	crcB		COG0239	Putative fluoride ion transporter CrcB
JDHLNFNC_01412	CDS	789	ybeM	3.5.1.128		Deaminated glutathione amidase
JDHLNFNC_01413	CDS	204	tatE		COG1826	Sec-independent protein translocase protein TatE
JDHLNFNC_01414	CDS	966	lipA	2.8.1.8	COG0320	Lipoyl synthase
JDHLNFNC_01415	CDS	954	ybdO_1			putative HTH-type transcriptional regulator YbdO
JDHLNFNC_01416	CDS	642	lipB	2.3.1.181	COG0321	Octanoyltransferase
JDHLNFNC_01417	CDS	264				hypothetical protein
JDHLNFNC_01418	CDS	1212	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
JDHLNFNC_01419	CDS	1146	rlpA	4.2.2.-	COG0797	Endolytic peptidoglycan transglycosylase RlpA
JDHLNFNC_01420	CDS	1113	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
JDHLNFNC_01421	CDS	1902	mrdA_2	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
JDHLNFNC_01422	CDS	468	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
JDHLNFNC_01423	CDS	318	rsfS		COG0799	Ribosomal silencing factor RsfS
JDHLNFNC_01424	CDS	609	cobC	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
JDHLNFNC_01425	CDS	1095	cobD_1	4.1.1.81	COG0079	Threonine-phosphate decarboxylase
JDHLNFNC_01426	CDS	651	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
JDHLNFNC_01427	CDS	1032	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
JDHLNFNC_01428	CDS	591	lptE		COG2980	LPS-assembly lipoprotein LptE
JDHLNFNC_01429	CDS	2583	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
JDHLNFNC_01430	CDS	291	uxaA	4.2.1.7	COG2721	Altronate dehydratase
JDHLNFNC_01431	CDS	1251	suyB	4.4.1.24		(2R)-sulfolactate sulfo-lyase subunit beta
JDHLNFNC_01432	CDS	954	kdgT_1			2-keto-3-deoxygluconate permease
JDHLNFNC_01433	CDS	1929	norR_2			Anaerobic nitric oxide reductase transcription regulator NorR
JDHLNFNC_01434	CDS	474				hypothetical protein
JDHLNFNC_01435	CDS	996	esiB			Secretory immunoglobulin A-binding protein EsiB
JDHLNFNC_01436	CDS	708				hypothetical protein
JDHLNFNC_01437	CDS	1434				hypothetical protein
JDHLNFNC_01438	CDS	630				hypothetical protein
JDHLNFNC_01439	CDS	1473				hypothetical protein
JDHLNFNC_01440	CDS	1680	hscC		COG0443	Chaperone protein HscC
JDHLNFNC_01441	CDS	1239				hypothetical protein
JDHLNFNC_01442	CDS	936	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
JDHLNFNC_01443	CDS	726	glnQ_1			Glutamine transport ATP-binding protein GlnQ
JDHLNFNC_01444	CDS	675	gltK		COG0765	Glutamate/aspartate import permease protein GltK
JDHLNFNC_01445	CDS	741	gltJ		COG0765	Glutamate/aspartate import permease protein GltJ
JDHLNFNC_01446	CDS	909	gltI		COG0834	Glutamate/aspartate import solute-binding protein
JDHLNFNC_01447	CDS	1590	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
JDHLNFNC_01448	CDS	879	corC		COG4535	Magnesium and cobalt efflux protein CorC
JDHLNFNC_01449	CDS	474	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
JDHLNFNC_01450	CDS	1047	ybeZ		COG1702	PhoH-like protein
JDHLNFNC_01451	CDS	1425	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
JDHLNFNC_01452	CDS	1176	ubiF	1.14.99.60	COG0654	3-demethoxyubiquinol 3-hydroxylase
JDHLNFNC_01453	CDS	576				hypothetical protein
JDHLNFNC_01454	tRNA	75				tRNA-Gln(ctg)
JDHLNFNC_01455	tRNA	75				tRNA-Gln(ctg)
JDHLNFNC_01456	tRNA	77				tRNA-Met(cat)
JDHLNFNC_01457	tRNA	75				tRNA-Gln(ttg)
JDHLNFNC_01458	tRNA	75				tRNA-Gln(ttg)
JDHLNFNC_01459	tRNA	85				tRNA-Leu(tag)
JDHLNFNC_01460	tRNA	77				tRNA-Met(cat)
JDHLNFNC_01461	CDS	1665	asnB	6.3.5.4	COG0367	Asparagine synthetase B [glutamine-hydrolyzing]
JDHLNFNC_01462	CDS	753	nagD	3.1.3.5	COG0647	Ribonucleotide monophosphatase NagD
JDHLNFNC_01463	CDS	1221	nagC		COG1940	N-acetylglucosamine repressor
JDHLNFNC_01464	CDS	1215	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
JDHLNFNC_01465	CDS	801	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
JDHLNFNC_01466	CDS	1953	nagE		COG1263	PTS system N-acetylglucosamine-specific EIICBA component
JDHLNFNC_01467	CDS	1668	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
JDHLNFNC_01468	CDS	1407	chiP			Chitoporin
JDHLNFNC_01469	CDS	333	chiQ			putative lipoprotein ChiQ
JDHLNFNC_01470	CDS	1305	proP_1			Proline/betaine transporter
JDHLNFNC_01471	CDS	1140				hypothetical protein
JDHLNFNC_01472	CDS	1404	ifcA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
JDHLNFNC_01473	CDS	927	catM			HTH-type transcriptional regulator CatM
JDHLNFNC_01474	CDS	453	fur		COG0735	Ferric uptake regulation protein
JDHLNFNC_01475	CDS	531	fldA		COG0716	Flavodoxin 1
JDHLNFNC_01476	CDS	282	ybfE			putative protein YbfE
JDHLNFNC_01477	CDS	771	ybfF	3.1.-.-	COG0596	Esterase YbfF
JDHLNFNC_01478	CDS	543	seqA		COG3057	Negative modulator of initiation of replication
JDHLNFNC_01479	CDS	1641	pgm	5.4.2.2	COG0033	Phosphoglucomutase
JDHLNFNC_01480	CDS	486				hypothetical protein
JDHLNFNC_01481	CDS	1320	potE		COG0531	Putrescine transporter PotE
JDHLNFNC_01482	CDS	2199	speF	4.1.1.17	COG1982	Inducible ornithine decarboxylase
JDHLNFNC_01483	CDS	105				hypothetical protein
JDHLNFNC_01484	CDS	678	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
JDHLNFNC_01485	CDS	2685	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
JDHLNFNC_01486	CDS	585	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
JDHLNFNC_01487	CDS	2049	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
JDHLNFNC_01488	CDS	1680	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
JDHLNFNC_01489	CDS	207				hypothetical protein
JDHLNFNC_01490	CDS	1422	phrB	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
JDHLNFNC_01491	CDS	1482	dtpD		COG3104	Dipeptide permease D
JDHLNFNC_01492	CDS	744	ybgI		COG0327	GTP cyclohydrolase 1 type 2 
JDHLNFNC_01493	CDS	657	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
JDHLNFNC_01494	CDS	933	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
JDHLNFNC_01495	CDS	735	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
JDHLNFNC_01496	CDS	567				ISKra4 family transposase ISCep1
JDHLNFNC_01497	CDS	222				hypothetical protein
JDHLNFNC_01498	CDS	741				hypothetical protein
JDHLNFNC_01499	CDS	1152	rfbD_1	5.4.99.9		UDP-galactopyranose mutase
JDHLNFNC_01500	CDS	894				hypothetical protein
JDHLNFNC_01501	CDS	1134	pglA	2.4.1.290		N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase
JDHLNFNC_01502	CDS	771				hypothetical protein
JDHLNFNC_01503	CDS	711	tagH	7.5.2.4	COG1134	Teichoic acids export ATP-binding protein TagH
JDHLNFNC_01504	CDS	1779				hypothetical protein
JDHLNFNC_01505	CDS	834				hypothetical protein
JDHLNFNC_01506	CDS	1950				hypothetical protein
JDHLNFNC_01507	CDS	138				hypothetical protein
JDHLNFNC_01508	CDS	792	nei	3.2.2.-	COG0266	Endonuclease 8
JDHLNFNC_01509	CDS	1047				hypothetical protein
JDHLNFNC_01510	CDS	1284	gltA	2.3.3.16	COG0372	Citrate synthase
JDHLNFNC_01511	CDS	246				hypothetical protein
JDHLNFNC_01512	CDS	405	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
JDHLNFNC_01513	CDS	348	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
JDHLNFNC_01514	CDS	1767	sdhA	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
JDHLNFNC_01515	CDS	717	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
JDHLNFNC_01516	CDS	2802	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
JDHLNFNC_01517	CDS	1209	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
JDHLNFNC_01518	CDS	1167	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
JDHLNFNC_01519	CDS	870	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
JDHLNFNC_01520	CDS	126				hypothetical protein
JDHLNFNC_01521	CDS	1569	cydA	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
JDHLNFNC_01522	CDS	1140	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
JDHLNFNC_01523	CDS	114	cydX	7.1.1.7	COG4890	Cytochrome bd-I ubiquinol oxidase subunit X
JDHLNFNC_01524	CDS	282				hypothetical protein
JDHLNFNC_01525	CDS	405	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
JDHLNFNC_01526	CDS	693	tolQ		COG0811	Tol-Pal system protein TolQ
JDHLNFNC_01527	CDS	429	tolR		COG0848	Tol-Pal system protein TolR
JDHLNFNC_01528	CDS	1224				hypothetical protein
JDHLNFNC_01529	CDS	1293	tolB		COG0823	Tol-Pal system protein TolB
JDHLNFNC_01530	CDS	525	pal_1		COG2885	Peptidoglycan-associated lipoprotein
JDHLNFNC_01531	CDS	789	cpoB		COG1729	Cell division coordinator CpoB
JDHLNFNC_01532	tRNA	76				tRNA-Lys(ttt)
JDHLNFNC_01533	tRNA	76				tRNA-Val(tac)
JDHLNFNC_01534	tRNA	76				tRNA-Lys(ttt)
JDHLNFNC_01535	tRNA	76				tRNA-Lys(ttt)
JDHLNFNC_01536	CDS	1044	nadA	2.5.1.72	COG0379	Quinolinate synthase A
JDHLNFNC_01537	CDS	720	pnuC		COG3201	Nicotinamide riboside transporter PnuC
JDHLNFNC_01538	CDS	939	zitB		COG1230	Zinc transporter ZitB
JDHLNFNC_01539	CDS	387				hypothetical protein
JDHLNFNC_01540	CDS	1053	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
JDHLNFNC_01541	CDS	546	fumB_1	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
JDHLNFNC_01542	CDS	846	ttdA_2	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
JDHLNFNC_01543	CDS	891	cynR			HTH-type transcriptional regulator CynR
JDHLNFNC_01544	CDS	927	yjiE_1			HTH-type transcriptional regulator YjiE
JDHLNFNC_01545	CDS	1269				hypothetical protein
JDHLNFNC_01546	CDS	246	oadG_2	7.2.4.2	COG3630	Oxaloacetate decarboxylase gamma chain
JDHLNFNC_01547	CDS	1776	oadA_1	7.2.4.2	COG0511	Oxaloacetate decarboxylase alpha chain
JDHLNFNC_01548	CDS	330				hypothetical protein
JDHLNFNC_01549	CDS	453				hypothetical protein
JDHLNFNC_01550	CDS	336				hypothetical protein
JDHLNFNC_01551	CDS	474				hypothetical protein
JDHLNFNC_01552	CDS	189				hypothetical protein
JDHLNFNC_01553	tRNA	77				tRNA-Arg(tct)
JDHLNFNC_01554	CDS	564				hypothetical protein
JDHLNFNC_01555	CDS	678				hypothetical protein
JDHLNFNC_01556	CDS	141	ylcG			putative protein YlcG
JDHLNFNC_01557	CDS	612				hypothetical protein
JDHLNFNC_01558	CDS	207				hypothetical protein
JDHLNFNC_01559	CDS	603				hypothetical protein
JDHLNFNC_01560	CDS	240	dinI_2			DNA damage-inducible protein I
JDHLNFNC_01561	CDS	282				hypothetical protein
JDHLNFNC_01562	CDS	213				hypothetical protein
JDHLNFNC_01563	CDS	474				hypothetical protein
JDHLNFNC_01564	CDS	525				hypothetical protein
